iter	Logloss
507	0.3561616148
508	0.3560489413
509	0.3559683557
510	0.3558740468
511	0.3557872116
512	0.3556252175
513	0.3555680427
514	0.3555040591
515	0.3554193393
516	0.3552179808
517	0.3551537547
518	0.3550813486
519	0.3548516134
520	0.3547813873
521	0.3547271503
522	0.3546643825
523	0.3545890154
524	0.3545186791
525	0.3544346388
526	0.3543102002
527	0.3542311208
528	0.3541787321
529	0.3541514272
530	0.3540275379
531	0.3539569751
532	0.3538702855
533	0.3537281819
534	0.3536473748
535	0.3535538461
536	0.3534600931
537	0.3532501504
538	0.3531825999
539	0.3531239646
540	0.3530652348
541	0.3530010942
542	0.3529136527
543	0.3528441206
544	0.3527772401
545	0.3527114599
546	0.3526338087
547	0.3525784895
548	0.3525129989
549	0.3524395087
550	0.3523500621
551	0.3522828696
552	0.3522176504
553	0.3521195375
554	0.3520376137
555	0.3519643952
556	0.3518226719
557	0.3517308738
558	0.3515535046
559	0.3514871355
560	0.351380197
561	0.3512190356
562	0.351096185
563	0.3509944116
564	0.350951009
565	0.3508367815
566	0.3507784733
567	0.3506456103
568	0.3505839297
569	0.3505021409
570	0.3504390598
571	0.3503452215
572	0.3502265153
573	0.3501220843
574	0.3500768357
575	0.3500126786
576	0.3498835155
577	0.349757134
578	0.349682797
579	0.349629644
580	0.3495618969
581	0.3494598349
582	0.3493959945
583	0.3493191557
584	0.349214529
585	0.3491512163
586	0.3490673458
587	0.3489738065
588	0.3488974821
589	0.3488265743
590	0.3487739536
591	0.3487065046
592	0.3486437798
593	0.3485618962
594	0.3485007019
595	0.3484457708
596	0.348232647
597	0.3481544578
598	0.3478345979
599	0.347748411
600	0.347672306
601	0.3475811362
602	0.3475000472
603	0.347419794
604	0.3473356708
605	0.3472299181
606	0.3471708808
607	0.3470166875
608	0.3469299523
609	0.3468704043
610	0.3467627984
611	0.3466337538
612	0.3465809676
613	0.3465070479
614	0.3464299448
615	0.346315692
616	0.3462544062
617	0.3461001795
618	0.3460105811
619	0.3459173941
620	0.3457729857
621	0.3456884097
622	0.345626927
623	0.3455175568
624	0.3453871875
625	0.3452977194
626	0.3452111745
627	0.3451616371
628	0.3450949009
629	0.3450472342
630	0.344932746
631	0.3448292303
632	0.3447505712
633	0.3446700202
634	0.3445636103
635	0.3444588004
636	0.3443347758
637	0.3442390484
638	0.3441802252
639	0.3439767499
640	0.3438625384
641	0.3437667402
642	0.3436829867
643	0.3436173726
644	0.3435138367
645	0.3434471076
646	0.3433708833
647	0.3432381199
648	0.3431342338
649	0.3430527851
650	0.3429419955
651	0.3428866563
652	0.342805681
653	0.3427084876
654	0.3426405469
655	0.342575287
656	0.3425104228
657	0.3423899726
658	0.3423106906
659	0.3422356323
660	0.3421163205
661	0.34204208
662	0.3419496879
663	0.3418854826
664	0.3418285869
665	0.3417181264
666	0.3416457674
667	0.3414150197
668	0.3413321754
669	0.3410638327
670	0.3409649694
671	0.3408983325
672	0.3408077329
673	0.3407282197
674	0.3405617576
675	0.3405073918
676	0.3403920985
677	0.3403018957
678	0.3402212554
679	0.3401430255
680	0.3400328686
681	0.3399743873
682	0.3399089456
683	0.3398289794
684	0.339747799
685	0.3396774959
686	0.339610347
687	0.3395270473
688	0.3394242263
689	0.3393582448
690	0.339286242
691	0.339226748
692	0.3391437113
693	0.3390648017
694	0.338999742
695	0.3388958609
696	0.3388082018
697	0.3386982394
698	0.3386120084
699	0.3385155279
700	0.3384313977
701	0.3383602406
702	0.3382848473
703	0.3382193352
704	0.3381137899
705	0.3380549889
706	0.3379829608
707	0.3378998647
708	0.3378093322
709	0.3377136422
710	0.337639237
711	0.3375704279
712	0.3375087179
713	0.3374329542
714	0.3373810168
715	0.3372886699
716	0.3372146471
717	0.3371107148
718	0.3370088633
719	0.3369195037
720	0.3368278953
721	0.3367348595
722	0.3366463876
723	0.3365617943
724	0.336465584
725	0.3363849221
726	0.3362926795
727	0.336192532
728	0.3361080308
729	0.3360255637
730	0.3359508841
731	0.3359022897
732	0.335819995
733	0.3357299917
734	0.3356364071
735	0.3355737184
736	0.3355082474
737	0.3354408384
738	0.3353800922
739	0.3352710233
740	0.3351793221
741	0.3351041095
742	0.3350197707
743	0.3349595779
744	0.3348697427
745	0.3348030693
746	0.3346491419
747	0.3345303929
748	0.3344460109
749	0.3343558161
750	0.3342601714
751	0.334172171
752	0.3341033266
753	0.3338810749
754	0.3338018162
755	0.3337150023
756	0.3336172108
757	0.3335287284
758	0.3334182653
759	0.333333756
760	0.3332447716
761	0.3331496406
762	0.3330616091
763	0.3329734686
764	0.3328649174
765	0.3327906134
766	0.3327049854
767	0.3326254627
768	0.3325185992
769	0.3324172461
770	0.3323466263
771	0.3322516951
772	0.332182862
773	0.3320972668
774	0.3320056473
775	0.3319165418
776	0.3318228081
777	0.3317405735
778	0.3316344877
779	0.3315391368
780	0.331451087
781	0.3313718227
782	0.33127516
783	0.3311798602
784	0.3310990272
785	0.3310076098
786	0.3309270341
787	0.3308272286
788	0.3307340126
789	0.330520264
790	0.3304122681
791	0.3303145743
792	0.3302229001
793	0.3301240925
794	0.3300269827
795	0.3299144407
796	0.3298069015
797	0.3297098632
798	0.3296264044
799	0.3295502976
800	0.3294158578
801	0.3293442669
802	0.3292645431
803	0.3291190475
804	0.3290083358
805	0.3289053572
806	0.3288189712
807	0.328699551
808	0.3286150776
809	0.328525167
810	0.328430894
811	0.3283235278
812	0.3282237427
813	0.3281193277
814	0.3280470908
815	0.327955852
816	0.3278502813
817	0.3277600535
818	0.3276506837
819	0.3275575363
820	0.3274565853
821	0.3272927086
822	0.3271905194
823	0.3270840716
824	0.3269795309
825	0.3268806605
826	0.3268050144
827	0.32671027
828	0.3266039452
829	0.3265016804
830	0.3264093239
831	0.3263075892
832	0.3262038546
833	0.3261041642
834	0.3260023697
835	0.3259091839
836	0.3258056617
837	0.3257030058
838	0.3256191458
839	0.325532338
840	0.3254419946
841	0.3253300157
842	0.3252221312
843	0.3251172051
844	0.3250102019
845	0.3249213918
846	0.3247819221
847	0.3247007704
848	0.3245815992
849	0.3244822474
850	0.324378032
851	0.3242914479
852	0.3241785388
853	0.3240754317
854	0.3239811725
855	0.3238975621
856	0.3238012195
857	0.3237117551
858	0.3236109406
859	0.3235191854
860	0.3234114298
861	0.3233207131
862	0.3232166821
863	0.3231157986
864	0.3230170486
865	0.322911335
866	0.3228124724
867	0.3226705501
868	0.322566119
869	0.3224186964
870	0.3223165915
871	0.3222130914
872	0.3221169921
873	0.3220010215
874	0.3219059279
875	0.3218105865
876	0.3217094281
877	0.3216225929
878	0.3215029195
879	0.3213458213
880	0.3212448885
881	0.321147841
882	0.3209847627
883	0.3208873248
884	0.3207833908
885	0.3206787445
886	0.3205759258
887	0.3204676326
888	0.3203711616
889	0.3202752842
890	0.3201730793
891	0.320051888
892	0.3199473138
893	0.3198487111
894	0.319760559
895	0.3196619086
896	0.319566951
897	0.3194345406
898	0.319313787
899	0.3192113735
900	0.3191117305
901	0.3190170049
902	0.3188752407
903	0.3187584504
904	0.3186596524
905	0.3185577106
906	0.3184495724
907	0.3183546357
908	0.3182570467
909	0.3181624936
910	0.3180598879
911	0.3179570062
912	0.3178633195
913	0.3177283661
914	0.317629642
915	0.3175171016
916	0.3174169763
917	0.3173171049
918	0.3172010876
919	0.3171048985
920	0.3170076417
921	0.3169158621
922	0.3168191452
923	0.3167199233
924	0.3166277202
925	0.3165351434
926	0.3164436901
927	0.3163487638
928	0.3162579348
929	0.3161770289
930	0.316085162
931	0.3159946174
932	0.3159004521
933	0.3157907783
934	0.3156971081
935	0.3156072836
936	0.3155146139
937	0.3153679789
938	0.3152730767
939	0.3151824261
940	0.3150904318
941	0.3149973028
942	0.314860402
943	0.3147686641
944	0.3146469968
945	0.3145556781
946	0.3144681157
947	0.3143772296
948	0.3142398113
949	0.3141504363
950	0.314054155
951	0.3139637039
952	0.3138753817
953	0.3137827534
954	0.3136648304
955	0.3135735474
956	0.3134850208
957	0.3133915274
958	0.3132879014
959	0.3131963684
960	0.3130977784
961	0.3130054211
962	0.3129239449
963	0.3128064653
964	0.3127135773
965	0.312620054
966	0.3125315172
967	0.3124455281
968	0.3123084709
969	0.3122190799
970	0.3121293314
971	0.3120445174
972	0.3119575362
973	0.311805837
974	0.311720694
975	0.3116030585
976	0.3115136414
977	0.3114249792
978	0.3113383904
979	0.3112314629
980	0.3110598376
981	0.310971418
982	0.3108601037
983	0.3107737337
984	0.3106829026
985	0.3105931912
986	0.3104749591
987	0.3103884403
988	0.3102995435
989	0.3101965863
990	0.3100883701
991	0.3100020851
992	0.3099120273
993	0.3098281216
994	0.3097402199
995	0.309648013
996	0.3095637618
997	0.3094756655
998	0.3093885983
999	0.3093050595
